producto_codigo,producto_codigo_ministerio,producto_nombre,tippro_nombre,producto_fechacreacion,natcar_nombre,usuario_nombre
381,3208,"PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS,  DISPERSOS O DISUELTOS EN UN MEDIO NO ACUOSO. DISOLUCIONES DEFINIDAS EN LA NOTA 4 DEL CAPITULO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
382,3209,"PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS,  DISPERSOS O DISUELTOS EN UN MEDIO ACUOSO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
383,3210,LAS DEMAS PINTURAS Y BARNICES. PIGMENTOS AL AGUA PREPARADOS DEL TIPO DE LOS UTILIZADOS PARA EL ACABADO DEL CUERO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
384,3211,SECATIVOS PREPARADOS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
385,3212,"PIGMENTOS (INCLUIDOS EL POLVO Y LAS LAMINILLASMETALICOS) DISPERSOS EN MEDIOS NO ACUOSOS,  LIQUIDOS O EN PASTA,  DE LOS EN LA FABRICACION DE PINTURAS. HOJAS PARA EL MARCADO A FUEGO. TINTES Y DEMAS MATERIAS COLORANTES PARA LA VENTA AL POR MENOR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
386,3213,"COLORES PARA LA PINTURA ARTISTICA,  LA ENSE?ANZA,  LA PINTURA DE LETREROS,  PARA MATIZAR O PARA ENTRETENIMIENTO Y COLORES SIMILARES,  EN PASTILLAS,  TUBOS,  BOTES,  FRASCOS,  CUBILETES Y DEMAS ENVASES O PRESENTACIONES SIMILARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
387,3214,"MASILLA,  CEMENTOS DE RESINA Y OTROS MASTIQUES. PLASTES DE RELLENO UTILIZADOS EN PINTURA. PLASTES NO REFRACTARIOS DE LOS TIPOS UTILIZADOS EN ALBA?ILERIA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
388,3215,"TINTAS DE IMPRENTA,  TINTAS PARA ESCRIBIR O DIBUJAR Y DEMAS TINTAS,  INCLUSO CONCENTRADAS O SOLIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
389,3301,"ACEITES ESENCIALES (DESTERPENADOS O NO),  INCLUIDOS LOS <CONCRETOS> O <ABSOLUTOS>. RESINOIDES. OLEORRESINAS DE EXTRACCION. DISOLUCIONES CONCENTRADAS DE ACEITES ESENCIALES,  ...",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
390,3302,"MEZCLAS DE SUSTANCIAS ODORIFERAS Y MEZCLAS A BASE DE UNA O VARIAS SUSTANCIAS,  DEL TIPO UTILIZADO DE MATERIAS BASICAS PARA LAS INDUSTRIAS,  O DEL TIPO DE LAS UTILIZADAS PARA LA INDUSTRIA DE LA BEBIDA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
391,3303,PERFUMES Y AGUAS DE TOCADOR,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
392,3304,"PREPARACIONES DE BELLEZA,  DE MAQUILLAJE Y PARA EL CUIDADO DE LA PIEL,  EXCEPTO LOS MEDICAMENTOS,  INCLUIDAS LAS PREPARACIONES ANTISOLARES Y BRONCEADORAS. PREPARACIONES PARA MANICURAS O PEDICUROS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
393,3305,PREPARACIONES CAPILARES,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
394,3306,"PREPARACIONES PARA LA HIGIENE BUCAL O DENTAL,  INCLUIDOS LOS POLVOS Y CREMAS PARA LA ADHERENCIA DE LAS DENTADURAS. HILO UTILIZADO PARA LA LIMPIEZA DE LOS ESPACIOS INTERDENTALES (HILO DENTAL) ACONDICIONADO PARA LA VENTA AL POR MENOR AL USUARIO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
395,3307,"PREPARACIONES PARA AFEITAR O PARA ANTES O DESPUES DEL AFEITADO,  DESODORANTES CORPORALES,  PREPARACIONES PARA EL BA?O,  DEPILATORIOS Y DEMAS PREPARACIONES DE PERFUMERIAS N.C.O.P.. PREPARACIONES DESODORANTES DE LOCALES,  INCLUSO SIN PERFUMAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
396,3401,"JABON. PRODUCTOS TENSOACTIVOS USADOS COMO JABON,  EN BARRAS,  PANES O TROZOS,  O EN PIEZAS TROQUELADAS O MOLDEADAS,  AUNQUE CONTENGAN JABON. PAPEL,  GUATA,  FIELTRO Y TELA SIN TEJER,  IMPREGNADOS,  RECUBIERTOS O REVESTIDOS DE JABON O DE DETERGENTES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
397,3402,"AGENTES DE SUPERFICIE ORGANICOS (EXCEPTO EL JABON). PREPARACIONES TENSOACTIVAS,  PREPARACIONES PARA LAVAR (INCLUIDAS LAS PREPARACIONES AUXILIARES DE LAVADO) Y PREPARACIONES DE LIMPIEZA,  AUNQUE CONTENGAN JABON,  EXCEPTO LAS DE LA PARTIDA 3401",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
398,3403,PREPARACIONES LUBRICANTES Y PREPARACIONES DEL TIPO DE LAS UTILIZADAS PARA EL ENSIMADO DE MATERIAS O EL ACEITADO O ENSIMISMADO DE CUERO U OTRAS MATERIAS PLASTICAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
399,3404,CERAS ARTIFICIALES Y CERAS PREPARADAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
400,3405,"BETUNES Y CREMAS PARA EL CALZADO,  ENCAUSTICOS,  ABRILLANTADORES PARA CARROCERIAS,  VIDRIO,  O METAL,  PASTAS Y POLVOS PARA FREGAR CON PREPARACIONES SIMILARES,  CON EXCLUSION DE LAS CERAS DE LA PARTIDA 3404",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
401,3406,"VELAS,  CIRIOS Y ARTICULOS SIMILARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
402,3407,"PASTAS PARA MODELAR,  INCLUIDAS LAS PRESENTADAS PARA ENTRETENIMIENTO DE LOS NI?OS. PREPARACIONES LLAMADAS CERAS PARA ODONTOLOGIA PRESENTADAS EN ENVASES PARA LA VENTA AL MENOR. LAS DEMAS PREPARACIONES PARA ODONTOLOGIA A BASE DE YESO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
403,3501,"CASEINA,  CASEINATOS Y DEMAS DERIVADOS DE LA CASEINA. COLAS DE CASEINA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
404,3502,"ALBUMINAS (INCLUIDOS LOS CONCENTRADOS DE VARIAS PROTEINAS DE LACTOSUERO,  CON UN CONTENIDO DE PROTEINAS DE LACTOSUERO SUPERIOR AL 80 % EN PESO,  CALCULADO SOBRE MATERIA SECA),  ALBUMINATOS Y DEMAS DERIVADOS DE LAS ALBUMINAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
405,3503,"GELATINAS (AUNQUE SE PRESENTEN EN HOJAS CUADRADAS O RECTANGULARES,  INCLUSO TRABAJADAS EN LA SUPERFICIE O COLOREADAS) Y SUS DERIVADOS. ICTIOCOLA. LAS DEMAS COLAS DE ORIGEN ANIMAL,  CON EXCLUSION DE LAS COLAS DE CASEINA DE LA PARTIDA 3501",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
406,3504,"PEPTONAS Y SUS DERIVADOS. LAS DEMAS MATERIAS PROTEICAS Y SUS DERIVADOS,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS. POLVO DE PIELES,  INCLUSO TRATADO AL CROMO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
407,3505,"DEXTRINA Y DEMAS ALMIDONES Y FECULAS MODIFICADOS (POR EJEMPLO ALMIDONES Y FECULAS PREGELATINIZADOS O ESTERIFICADOS). COLAS A BASE DE ALMIDON,  DE FECULA,  DE DEXTRINA O DE OTROS ALMIDONES O FECULAS MODIFICADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
408,3506,"COLAS Y DEMAS ADHESIVOS PREPARADOS,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS. PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS,  ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO TALES,  DE PESO NETO INFERIOR O IGUAL A 1 KG",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
409,3507,ENZIMAS. PREPARACIONES ENZIMATICAS NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
410,3601,POLVORAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
411,3602,"EXPLOSIVOS PREPARADOS,  EXCEPTO LAS POLVORAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
412,3603,"MECHAS DE SEGURIDAD. CORDONES DETONANTES. CEBOS Y CAPSULAS FULMINANTES. INFLAMADORES,  DETONADORES ELECTRICOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
413,3604,"ARTICULOS PARA FUEGOS ARTIFICIALES,  COHETES DE SE?ALES O GRANIFUGOS Y SIMILARES,  PETARDOS Y DEMAS ARTICULOS DE PIROTECNIA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
414,3605,"FOSFOROS (CERILLAS),  EXCEPTO LOS ARTICULOS DE PIROTECNIA DE LA PARTIDA 3604",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
415,3606,FERROCERIO Y DEMAS ALEACIONES PIROFORICAS EN CUALQUIER FORMA. ARTICULOS DE MATERIAS INFLAMABLES A QUE SE REFIERE LA NOTA 2 DE ESTE CAPITULO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
416,3701,"PLACAS Y PELICULAS PLANAS,  FOTOGRAFICAS,  SENSIBILIZADAS,  SIN IMPRESIONAR,  EXCEPTO LAS DE PAPEL,  CARTON O TEXTILES. PELICULAS FOTOGRAFICAS PLANAS AUTORREVELABLES,  SENSIBILIZADAS,  SIN IMPRESIONAR,  INCLUSO EN CARGADORES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
417,3702,"PELICULAS FOTOGRAFICAS EN ROLLOS,  SENSIBILIZADAS,  SIN IMPRESIONAR,  EXCEPTO LAS DE PAPEL,  CARTON O TEXTILES. PELICULAS FOTOGRAFICAS AUTORREVELABLES,  EN ROLLOS,  SENSIBILIZADAS,  SIN IMPRESIONAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
418,3703,"PAPEL,  CARTON Y TEXTILES,  FOTOGRAFICOS,  SENSIBILIZADOS,  SIN IMPRESIONAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
419,3704,"PLACAS,  PELICULAS,  PAPEL,  CARTON Y TEXTILES,  FOTOGRAFICOS,  IMPRESIONADOS PERO SIN REVELAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
420,3705,"PLACAS Y PELICULAS,  FOTOGRAFICAS,  IMPRESIONADAS Y REVELADAS,  EXCEPTO LAS CINEMATOGRAFICAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
421,3706,"PELICULAS CINEMATOGRAFICAS,  IMPRESIONADAS Y REVELADAS,  CON REGISTRO DE SONIDO O SIN EL,  O CON REGISTRO DE SONIDO SOLAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
422,3707,"PREPARACIONES QUIMICAS PARA USO FOTOGRAFICO,  EXCEPTO LOS BARNICES,  COLAS Y PREPARACIONES SIMILARES. PRODUCTOS SIN MEZCLAR DOSIFICADOS PARA USOS FOTOGRAFICOS O ACONDICIONADOS PARA LA VENTA AL POR MENOR PARA USOS FOTOGRAFICOS Y LISTOS PARA SU EMPLEO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
423,3801,"GRAFITO ARTIFICIAL. GRAFITO COLOIDAL O SEMICOLOIDAL. PREPARACIONES A BASE DE GRAFITO O DE OTROS CARBONOS,  EN PASTA,  BLOQUES,  PLAQUITAS U OTROS SEMIPRODUCTOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
424,3802,"CARBONES ACTIVADOS. MATERIAS MINERALES NATURALES ACTIVADAS. NEGRO DE ORIGEN ANIMAL,  INCLUIDO EL NEGRO ANIMAL AGOTADO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
425,3803,"[TALL OIL],  INCLUSO REFINADO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
426,3804,"LEJIAS RESIDUALES DE LA FABRICACION DE PASTAS DE CELULOSA,  AUNQUE ESTEN CONCENTRADAS,  DESAZUCARADAS O TRATADAS QUIMICAMENTE,  INCLUIDOS LOS LIGNOSULFONATOS,  PERO CON EXCLUSION DEL <TALL OIL> DE LA PARTIDA 3803",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
427,3805,"ESENCIA DE TREMENTINA,  DE MADERA DE PINO,  DE PASTA CELULOSICA AL SULFATO Y DEMAS ESENCIAS TERPENICAS....",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
428,3806,"COLOFONIAS Y ACIDOS RESINICOS,  Y SUS DERIVADOS. ESENCIA Y ACEITE,  DE COLOFONIA. GOMAS FUNDIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
429,3807,"ALQUITRANES DE MADERA. ACEITES DE ALQUITRAN DE MADERA. CREOSOTA DE MADERA. METILENO (NAFTA DE MADERA). PEZ VEGETAL. PEZ DE CERVECERIA Y PREPARACIONES SIMILARES A BASE DE COLOFONIA,  DE ACIDOS RESINICOS O DE PEZ VEGETAL",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
430,3808,"INSECTICIDAS,  RATICIDAS,  FUNGICIDAS,  HERBICIDAS,  INHIBIDORES DE GERMINACION Y DEL CRECIMIENTO DE LAS PLANTAS,  DESINFECTANTES Y PRODUCTOS SIMILARES,  PRESENTADOS EN ENVASES PARA LA VENTA AL MENOR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
431,3809,"APRESTOS Y PRODUCTOS DE ACABADO,  ACELERADORES DE TINTURA O DE FIJACION DE MATERIAS COLORANTES Y DEMAS PRODUCTOS Y PREPARACIONES DEL TIPO DE LOS UTILIZADOS EN LA INDUSTRIA TEXTIL,  DEL PAPEL O DEL CUERO,  N.C.O.P.",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
432,3810,PREPARACIONES PARA EL DECAPADO DE LOS METALES. FLUJOS Y DEMAS PREPARACIONES AUXILIARES PARA SOLDAR LOS METALES. PASTAS Y POLVOS PARA SOLDAR. PREPARACIONES DEL TIPO DE LAS UTILIZADAS PARA RECUBRIR O RELLENAR ELECTRODOS O VARILLAS DE SOLDADURA,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
433,3811,"PREPARACIONES ANTIDETONANTES,  INHIBIDORES DE OXIDACION,  ADITIVOS PEPTIZANTES,  ANTICORROSIVOS Y DEMAS ADITIVOS PREPARADOS PARA ACEITES MINERALES (INCLUIDA LA GASOLINA O NAFTA) O PARA OTROS LIQUIDOS CON IDENTICOS FINES QUE LOS ACEITES MINERALES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
434,3812,"ACELERADORES DE VULCANIZACION PREPARADOS. PLASTIFICANTES COMPUESTOS PARA CAUCHO O PARA MATERIAS PLASTICAS,  N.C.O.P.. PREPARACIONES ANTIOXIDANTES Y DEMAS ESTABILIZANTES COMPUESTOS PARA CAUCHO O PARA MATERIAS PLASTICAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
435,3813,PREPARACIONES Y CARGAS PARA APARATOS EXTINTORES. GRANADAS Y BOMBAS EXTINTORAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
436,3814,"DISOLVENTES O DILUYENTES ORGANICOS COMPUESTOS,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS. PREPARACIONES PARA QUITAR PINTURAS O BARNICES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
437,3815,"INICIADORES Y ACELERADORES,  DE REACCION,  Y PREPARACIONES CATALITICAS,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
438,3816,"CEMENTOS,  MORTEROS,  HORMIGONES Y PREPARACIONES SIMILARES,  REFRACTARIOS,  EXCEPTO LOS PRODUCTOS DE LA PARTIDA 3801",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
439,3817,"MEZCLAS DE ALQUILBENCENOS Y MEZCLAS DE ALQUILNAFTALENOS,  EXCEPTO LAS DE LAS PARTIDAS 2707 O 2902",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
440,3818,"ELEMENTOS QUIMICOS IMPURIFICADOS PARA USO EN ELECTRONICA,  EN DISCOS,  PLAQUITAS O FORMAS ANALOGAS. COMPUESTOS QUIMICOS IMPURIFICADOS PARA USO EN ELECTRONICA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
441,3819,"LIQUIDOS PARA FRENOS HIDRAULICOS Y DEMAS PREPARACIONES LIQUIDAS PARA TRANSMISIONES HIDRAULICAS,  SIN ACEITES DE PETROLEO NI DE MINERALES BITUMINOSOS O CON MENOS DEL 70 % EN PESO DE DICHOS ACEITES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
442,3820,PREPARACIONES ANTICONGELANTES Y LIQUIDOS PREPARADOS PARA DESCONGELAR,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
443,3821,MEDIOS DE CULTIVO PREPARADOS PARA EL DESARROLLO DE MICROORGANISMOS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
444,3822,"REACTIVOS DE DIAGNOSTICO O DE LABORATORIO SOBRE CUALQUIER SOPORTE Y REACTIVOS DE DIAGNOSTICO O DE LABORATORIO PREPARADOS,  INCLUSO SOBRE SOPORTE,  EXCEPTO LOS DE LAS PARTIDAS 3002 O 3006      -",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
445,3823,ACIDOS GRASOS MONOCARBOXILICOS INDUSTRIALES. ACEITES ACIDOS DEL REFINADO. ALCOHOLES GRASOS INDUSTRIALES,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
446,3824,PREPARACIONES AGLUTINANTES PARA MOLDES O PARA NUCLEOS DE FUNDICION. PRODUCTOS QUIMICOS Y PREPARACIONES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS N.C.O.P.,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
447,3901,POLIMEROS DE ETILENO EN FORMAS PRIMARIAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
448,3902,"POLIMEROS DE PROPILENO O DE OTRAS OLEFINAS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
449,3903,POLIMEROS DE ESTIRENO EN FORMAS PRIMARIAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
450,3904,"POLIMEROS DE CLORURO DE VINILO O DE OTRAS OLEFINAS HALOGENADAS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
451,3905,"POLIMEROS DE ACETATO DE VINILO O DE OTROS ESTERES VINILICOS,  EN FORMAS PRIMARIAS. LOS DEMAS POLIMEROS VINILICOS EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
452,3906,POLIMEROS ACRILICOS EN FORMAS PRIMARIAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
453,3907,"POLIACETALES,  LOS DEMAS POLIETERES Y RESINAS EPOXI,  EN FORMAS PRIMARIAS. POLICARBONATOS,  RESINAS ALCIDICAS,  POLIESTERES ALILICOS Y DEMAS POLIESTERES,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
454,3908,POLIAMIDAS EN FORMAS PRIMARIAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
455,3909,"RESINAS AMINICAS,  RESINAS FENOLICAS Y POLIURETANOS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
456,3910,SILICONAS EN FORMAS PRIMARIAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
457,3911,"RESINAS DE PETROLEO,  RESINAS DE CUMARONA-INDENO,  POLITERPENOS,  POLISULFUROS,  POLISULFONAS Y DEMAS PRODUCTOS PREVISTOS EN LA NOTA 3 DE ESTE CAPITULO,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
458,3912,"CELULOSA Y SUS DERIVADOS QUIMICOS,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
459,3913,"POLIMEROS NATURALES (POR EJEMPLO ACIDO ALGINICO) Y POLIMEROS NATURALES MODIFICADOS (POR EJEMPLO PROTEINAS ENDURECIDAS O DERIVADOS QUIMICOS DEL CAUCHO NATURAL),  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS,  EN FORMAS PRIMARIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
460,3914,"INTERCAMBIADORES DE IONES A BASE DE POLIMEROS DE LAS PARTIDAS 3901 A 3913,  EN FORMAS PRIMARIAS      - II. DESECHOS,  RECORTES Y DESPERDICIOS. SEMIPRODUCTOS. MANUFACTURAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
461,3915,"DESECHOS,  RECORTES Y DESPERDICIOS,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
462,3916,"MONOFILAMENTOS CUYA MAYOR DIMENSION DEL CORTE TRANSVERSAL SEA SUPERIOR A 1 MM,  BARRAS,  VARILLAS Y PERFILES,  INCLUSO TRABAJADOS EN LA SUPERFICIE,  PERO SIN OTRA LABOR,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
463,3917,"TUBOS Y ACCESORIOS DE TUBERIA (POR EJEMPLO JUNTAS,  CODOS O RACORES),  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
464,3918,"REVESTIMIENTOS DE PLASTICO PARA SUELOS,  INCLUSO AUTOADHESIVOS,  EN ROLLOS O LOSETAS. REVESTIMIENTOS DE PLASTICO PARA PAREDES O TECHOS,  DEFINIDOS EN LA NOTA 9 DE ESTE CAPITULO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
465,3919,"PLACAS,  HOJAS,  BANDAS,  CINTAS,  PELICULAS Y DEMAS FORMAS PLANAS,  AUTOADHESIVAS,  DE PLASTICO,  INCLUSO EN ROLLOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
466,3920,"LAS DEMAS PLACAS,  HOJAS,  PELICULAS,  BANDAS Y LAMINAS,  DE PLASTICO NO CELULAR,  SIN REFORZAR,  ESTRATIFICAR NI COMBINAR DE FORMA SIMILAR CON OTRAS MATERIAS,  SIN SOPORTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
467,3921,"LAS DEMAS PLACAS,  HOJAS,  PELICULAS,  BANDAS Y LAMINAS,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
468,3922,"BA?ERAS,  DUCHAS,  LAVABOS,  BIDES,  INODOROS Y SUS ASIENTOS Y TAPAS,  CISTERNAS Y ARTICULOS SANITARIOS O HIGIENICOS SIMILARES,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
469,3923,"ARTICULOS PARA EL TRANSPORTE O ENVASADO,  DE PLASTICO. TAPONES,  TAPAS,  CAPSULAS Y DEMAS DISPOSITIVOS DE CIERRE,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
470,3924,"VAJILLA Y DEMAS ARTICULOS DE USO DOMESTICO Y ARTICULOS DE HIGIENE O DE TOCADOR,  DE PLASTICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
471,3925,"ARTICULOS PARA LA CONSTRUCCION,  DE PLASTICO,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
472,3926,LAS DEMAS MANUFACTURAS DE PLASTICO Y MANUFACTURAS DE LAS DEMAS MATERIAS DE LAS PARTIDAS 3901 A 3914,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
473,4001,"CAUCHO NATURAL,  BALATA,  GUTAPERCHA,  GUAYULE,  CHICLE Y GOMAS NATURALES ANALOGAS,  EN FORMAS PRIMARIAS O EN PLACAS,  HOJAS O BANDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
474,4002,"CAUCHO SINTETICO Y CAUCHO FACTICIO DERIVADO DE LOS ACEITES,  EN FORMAS PRIMARIAS O EN PLACAS,  HOJAS O BANDAS. MEZCLAS DE PRODUCTOS DE LA PARTIDA NO 4001 CON LOS DE ESTA PARTIDA,  EN FORMAS PRIMARIAS O EN PLACAS,  HOJAS O BANDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
475,4003,"CAUCHO REGENERADO EN FORMAS PRIMARIAS O EN PLACAS,  HOJAS O BANDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
476,4004,"DESECHOS,  DESPERDICIOS Y RECORTES,  DE CAUCHO SIN ENDURECER,  INCLUSO EN POLVO O EN GRANULOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
477,4005,"CAUCHO MEZCLADO SIN VULCANIZAR,  EN FORMAS PRIMARIAS O EN PLACAS,  HOJAS O BANDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
478,4006,"LAS DEMAS FORMAS (POR EJEMPLO VARILLAS,  TUBOS O PERFILES) Y ARTICULOS (POR EJEMPLO DISCOS O ARANDELAS) DE CAUCHO SIN VULCANIZAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
