producto_codigo,producto_codigo_ministerio,producto_nombre,tippro_nombre,producto_fechacreacion,natcar_nombre,usuario_nombre
3068,2948,3-TRIFLUOROMETILANILINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3069,2949,HIDROSULFURO SSDICO (SULFHIDRATO SSDICO) CON UN MMNIMO DEL 25% DE AGUA DE CRISTALIZACISN,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3070,2950,"GRANULOS DE MAGNESIO RECUBIERTOS, EN PARTMCULAS DE UN MMNIMO DE 149 MICRONES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3071,2956,"5-TERC-BUTIL-2,4,6-TRINITRO-M-XILENO (ALMIZCLE XILENO)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3072,2965,DIMETILETERATO DE TRIFLUORURO DE BORO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3073,2966,TIOGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3074,2967,ACIDO SULFAMICO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3075,2968,MANEB ESTABILIZADO O PREPARADOS DE MANEB ESTABILIZADOS CONTRA EL CALENTAMIENTO ESPONTANEO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3076,2969,SEMILLAS DE RICINO O HARINA DE RICINO O TORTA DE RICINO O RICINO EN COPOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3077,2977,"MATERIALES RADIACTIVOS, HEXAFLUORURO DE URANIO, FISIONABLE",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3078,2978,"MATERIALES RADIACTIVOS, HEXAFLUORURO DE URANIO, NO FISIONABLE O FISIONABLE EXCEPTUADO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3079,2983,SXIDO DE ETILENO Y SXIDO DE PROPILENO EN MEZCLA CON UN MAXIMO DEL 30% DE SXIDO DE ETILENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3080,2984,PERSXIDO DE HIDRSGENO EN SOLUCISN ACUOSA CON UN MMNIMO DEL 8% PERO MENOS DEL 20% DE PERSXIDO DE HIDRSGENO (ESTABILIZADA SEGZN SEA NECESARIO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3081,2985,"CLOROSILANOS, INFLAMABLES, CORROSIVOS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3082,2986,"CLOROSILANOS, CORROSIVOS, INFLAMABLES, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3083,2987,"CLOROSILANOS, CORROSIVOS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3084,2988,"CLOROSILANOS QUE REACCIONAN CON EL AGUA, INFLAMABLES, CORROSIVOS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3085,2989,FOSFITO DIBASICO DE PLOMO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3086,2990,APARATOS DE SALVAMENTO AUTOINFLABLES,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3087,2991,"PLAGUICIDA A BASE DE CARBAMATO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3088,2992,"PLAGUICIDA A BASE DE CARBAMATO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3089,2993,"PLAGUICIDA ARSENICAL, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3090,2994,"PLAGUICIDA ARSENICAL, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3091,2995,"PLAGUICIDA ORGANOCLORADO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3092,2996,"PLAGUICIDA ORGANOCLORADO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3093,2997,"PLAGUICIDA A BASE DE TRIAZINA, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3094,2998,"PLAGUICIDA A BASE DE TRIAZINA, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3095,3005,"PLAGUICIDA A BASE DE TIOCARBAMATO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3096,3006,"PLAGUICIDA A BASE DE TIOCARBAMATO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3097,3009,"PLAGUICIDA A BASE DE COBRE, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3098,3010,"PLAGUICIDA A BASE DE COBRE, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3099,3011,"PLAGUICIDA A BASE DE MERCURIO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3100,3012,"PLAGUICIDA A BASE DE MERCURIO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3101,3013,"PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3102,3014,"PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3103,3015,"PLAGUICIDA A BASE DE DIPIRIDILO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3104,3016,"PLAGUICIDA A BASE DE DIPIRIDILO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3105,3017,"PLAGUICIDA A BASE DE ORGANOFSSFORO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3106,3018,"PLAGUICIDA A BASE DE ORGANOFSSFORO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3107,3019,"PLAGUICIDA A BASE DE ORGANOESTAQO, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3108,3020,"PLAGUICIDA A BASE DE ORGANOESTAQO, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3109,3021,"PLAGUICIDA LMQUIDO, INFLAMABLE, TSXICO, N.E.P., DE PUNTO DE INFLAMACISN INFERIOR A 230C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3110,3022,"SXIDO DE 1,2-BUTILENO ESTABILIZADO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3111,3023,2-METIL-2-HEPTANOTIOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3112,3024,"PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LMQUIDO, INFLAMABLE, TSXICO, DE PUNTO DE INFLAMACISN INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3113,3025,"PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LMQUIDO, TSXICO, INFLAMABLE, DE PUNTO DE INFLAMACISN NO INFERIOR A 23 0C",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3114,3026,"PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LMQUIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3115,3027,"PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, SSLIDO, TSXICO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3116,3028,ACUMULADORES ELICTRICOS SECOS QUE CONTIENEN HIDRSXIDO DE POTASIO SSLIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3117,3048,PLAGUICIDA A BASE DE FOSFURO DE ALUMINIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3118,3051,ALQUILOS DE ALUMINIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3119,3052,HALUROS DE ALQUILOS DE ALUMINIO LMQUIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3120,3053,ALQUILOS DE MAGNESIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3121,3054,CICLOHEXILMERCAPTANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3122,3055,2-(2-AMINOETOXI)ETANOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3123,3056,N-HEPTALDEHIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3124,3057,CLORURO DE TRIFLUOROACETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3125,3064,NITROGLICERINA EN SOLUCISN ALCOHSLICA CON MAS DEL 1% PERO NO MAS DEL 5% DE NITROGLICERINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3126,2208,"BEBIDAS ALCOHSLICAS, CON MAS DEL 70% DE ALCOHOL EN VOLUMEN",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
3127,1263,"PINTURA (INCLUYE PINTURA, LACA, ESMALTE, COLORANTE, GOMA LACA, BARNIZ, BETZN, ENCAUSTICO, APRESTO LMQUIDO Y BASE LMQUIDA PARA LACAS) O PRODUCTOS PARA PINTURA (INCLUYE COMPUESTOS DISOLVENTES O REDUCTORES DE PINTURA)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3128,3070,"MEZCLA DE SXIDO DE ETILENO Y DICLORODIFLUOROMETANO, CON UN MAXIMO DEL 12,5% DE SXIDO DE ETILENO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3129,3071,"MERCAPTANOS LMQUIDOS, TSXICOS, INFLAMABLES, N.E.P. O MEZCLA DE MERCAPTANOS LMQUIDOS, TSXICOS, INFLAMABLES, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3130,3072,APARATOS DE SALVAMENTO NO AUTOINFLABLES QUE CONTENGAN MERCANCMAS PELIGROSAS COMO MATERIAL ACCESORIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3131,3073,VINILPIRIDINAS ESTABILIZADAS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3132,3076,HIDRUROS DE ALQUILOS DE ALUMINIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3133,3077,"SUSTANCIA SSLIDA POTENCIALMENTE PELIGROSA PARA EL MEDIO AMBIENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3134,3078,"CERIO, TORNEADURAS O POLVO GRANULADO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3135,3079,METACRILONITRILO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3136,3080,"ISOCIANATOS TSXICOS, INFLAMABLES, N.E.P. O ISOCIANATOS EN SOLUCISN, TSXICOS, INFLAMABLES, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3137,3082,"SUSTANCIA LMQUIDA POTENCIALMENTE PELIGROSA PARA EL MEDIO AMBIENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3138,3083,FLUORURO DE PERCLORILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3139,3084,"SSLIDO CORROSIVO COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3140,3085,"SSLIDO COMBURENTE, CORROSIVO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3141,3086,"SSLIDO TSXICO, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3142,3087,"SSLIDO COMBURENTE, TSXICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3143,3088,"SSLIDO ORGANICO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3144,3089,"POLVO METALICO INFLAMABLE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3145,8507,BATERMAS DE LITIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3146,3090,BATERMAS DE LITIO INSTALADAS EN UN APARATO O BATERMAS DE LITIO EMBALADAS CON UN APARATO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3147,3092,1-METOXI-2-PROPANOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3148,3093,LMQUIDO CORROSIVO COMBURENTE N.E.P.,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3149,3094,"LMQUIDO CORROSIVO QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3150,3095,"SSLIDO CORROSIVO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3151,3096,"SSLIDO CORROSIVO QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3152,3097,"SSLIDO INFLAMABLE, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3153,3098,"LMQUIDO COMBURENTE, CORROSIVO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3154,3099,"LMQUIDO COMBURENTE, TSXICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3155,3100,"SSLIDO COMBURENTE QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3156,3101,PERSXIDO ORGANICO LMQUIDO TIPO B,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3157,3102,PERSXIDO ORGANICO SSLIDO TIPO B,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3158,3103,PERSXIDO ORGANICO LMQUIDO TIPO C,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3159,3104,PERSXIDO ORGANICO SSLIDO TIPO C,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3160,3105,PERSXIDO ORGANICO LMQUIDO TIPO D,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3161,3106,PERSXIDO ORGANICO SSLIDO TIPO D,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3162,3107,PERSXIDO ORGANICO LMQUIDO TIPO E,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3163,3108,PERSXIDO ORGANICO SSLIDO TIPO E,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3164,3109,PERSXIDO ORGANICO LMQUIDO TIPO F,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3165,3110,PERSXIDO ORGANICO SSLIDO TIPO F,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3166,3111,"PERSXIDO ORGANICO LMQUIDO TIPO B, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3167,3112,"PERSXIDO ORGANICO SSLIDO TIPO B, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3168,3113,"PERSXIDO ORGANICO LMQUIDO TIPO C, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3169,3114,"PERSXIDO ORGANICO SSLIDO TIPO C, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3170,3115,"PERSXIDO ORGANICO LMQUIDO TIPO D, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3171,3116,"PERSXIDO ORGANICO SSLIDO TIPO D, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3172,3117,"PERSXIDO ORGANICO LMQUIDO TIPO E, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3173,3118,"PERSXIDO ORGANICO SSLIDO TIPO E, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3174,3119,"PERSXIDO ORGANICO LMQUIDO TIPO F, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3175,3120,"PERSXIDO ORGANICO SSLIDO TIPO F, CON TEMPERATURA REGULADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3176,3121,"SSLIDO COMBURENTE QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3177,3122,"LMQUIDO TSXICO, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3178,3123,"LMQUIDO TSXICO QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3179,3124,"SSLIDO TSXICO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3180,3125,"SSLIDO TSXICO QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3181,3126,"SSLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, CORROSIVO, ORGANICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3182,3127,"SSLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3183,3128,"SSLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, TSXICO, ORGANICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3184,3129,"LMQUIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3185,3130,"LMQUIDO QUE REACCIONA CON EL AGUA, TSXICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3186,3131,"SSLIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3187,3132,"SSLIDO QUE REACCIONA CON EL AGUA, INFLAMABLE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3188,3133,"SSLIDO QUE REACCIONA CON EL AGUA, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3189,3134,"SSLIDO QUE REACCIONA CON EL AGUA, TSXICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3190,3135,"SSLIDO QUE REACCIONA CON EL AGUA Y QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3191,3136,TRIFLUOROMETANO LMQUIDO REFRIGERADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3192,3137,"SSLIDO COMBURENTE, INFLAMABLE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3193,3138,"MEZCLA LMQUIDA, REFRIGERADA, CON UN 71,5%, COMO MMNIMO, DE ETILENO, UN 22,5%, COMO MAXIMO, DE ACETILENO Y UN 6%, COMO MAXIMO, DE PROPILENO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3194,3139,"LMQUIDO COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3195,3140,"ALCALOIDES LMQUIDOS, N.E.P. O SALES DE ALCALOIDES LMQUIDAS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3196,3141,"ANTIMONIO, COMPUESTO INORGANICO LMQUIDO DE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3197,3142,"DESINFECTANTE LMQUIDO, TSXICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3198,3143,"COLORANTE SSLIDO, TSXICO, N.E.P. O MATERIA INTERMEDIA PARA COLORANTES, SSLIDA, TSXICA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3199,3144,"NICOTINA, COMPUESTO LMQUIDO DE, N.E.P., O PREPARADO LMQUIDO A BASE DE NICOTINA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3200,3145,"ALQUILFENOLES LMQUIDOS, N.E.P. (INCLUIDOS LOS HOMSLOGOS C2 A C12)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3201,3146,"COMPUESTO DE ORGANOESTAQO SSLIDO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3202,3147,"COLORANTE SSLIDO, CORROSIVO, N.E.P. O MATERIA INTERMEDIA PARA COLORANTES, SSLIDA, CORROSIVA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3203,3148,"LMQUIDO QUE REACCIONA CON EL AGUA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3204,3149,"PERSXIDO DE HIDRSGENO Y ACIDO PEROXIACITICO, EN MEZCLA, CON ACIDO(S), AGUA Y UN MAXIMO DEL 5% DE ACIDO PEROXIACITICO, ESTABILIZADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3205,3150,"DISPOSITIVOS PEQUEQOS ACCIONADOS POR HIDROCARBUROS GASEOSOS O RECARGAS DE HIDROCARBUROS GASEOSOS PARA DISPOSITIVOS PEQUEQOS, CON DISPOSITIVO DE DESCARGA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3206,3151,DIFENILOS POLIHALOGENADOS LMQUIDOS O TERFENILOS POLIHALOGENADOS LMQUIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3207,3152,DIFENILOS POLIHALOGENADOS SSLIDOS O TERFENILOS POLIHALOGENADOS SSLIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3208,3153,PERFLUORO(ITER METILVINMLICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3209,3154,PERFLUORO(ITER ETILVINMLICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3210,3155,PENTACLOROFENOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3211,3156,"GAS COMPRIMIDO, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3212,3157,"GAS LICUADO, COMBURENTE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3213,3158,"GAS LICUADO, REFRIGERADO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3214,3214,"1,1,1,2-TETRAFLUOROETANO (GAS REFRIGERANTE R 134A)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3215,3160,"GAS LICUADO TSXICO, INFLAMABLE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3216,3161,"GAS LICUADO INFLAMABLE, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3217,3162,GAS LICUADO TSXICO N.E.P.,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3218,3163,"GAS LICUADO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3219,3164,"OBJETOS CON PRESISN INTERIOR, NEUMATICOS O HIDRAZLICOS (QUE CONTIENEN GAS ININFLAMABLE)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
3220,3165,DEPSSITO DE COMBUSTIBLE DE GRUPO MOTOR DE CIRCUITO HIDRAZLICO DE AERONAVE (QUE CONTIENE UNA MEZCLA DE HIDRAZINA ANHIDRA Y METILHIDRAZINA) (COMBUSTIBLE M86),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
